ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:O96006	uniprotkb:Q9NPJ1	uniprotkb:Q96BY4|intact:EBI-25627346|ensembl:ENSP00000370616.3|ensembl:ENSP00000370620.2|ensembl:ENSP00000370621.4|ensembl:ENSP00000498725.1|ensembl:ENSP00000518653.1|ensembl:ENSP00000518654.1|ensembl:ENSP00000518655.1|ensembl:ENSP00000518656.1|intact:EBI-740037|uniprotkb:O96006	uniprotkb:A8K7B0|uniprotkb:D3DW18|ensembl:ENSP00000246062.4|ensembl:ENSP00000382008.2|ensembl:ENSP00000498849.1|intact:EBI-721319|uniprotkb:Q9NPJ1	psi-mi:zbed1_human(display_short)|psi-mi:E3 SUMO-protein ligase ZBED1(display_long)|uniprotkb:ZBED1(gene name)|uniprotkb:hDREF(gene name synonym)|uniprotkb:Zinc finger BED domain-containing protein 1(gene name synonym)|uniprotkb:DNA replication-related element-binding factor(gene name synonym)|uniprotkb:Putative Ac-like transposable element(gene name synonym)|uniprotkb:dREF homolog(gene name synonym)|uniprotkb:TRAMP(gene name synonym)|uniprotkb:KIAA0785(gene name synonym)|uniprotkb:DREF(gene name synonym)|uniprotkb:ALTE(gene name synonym)|IntAct:ZBED1(author assigned name)|IntAct:"CCSB ORF ID: 201"(author assigned name)	psi-mi:mkks_human(display_short)|psi-mi:Molecular chaperone MKKS(display_long)|uniprotkb:Mkks(gene name)|uniprotkb:McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin(gene name synonym)|uniprotkb:Bbs6(gene name synonym)|uniprotkb:Bardet-Biedl syndrome 6 protein(gene name synonym)|IntAct:MKKS(author assigned name)|IntAct:"CCSB ORF ID: 8167"(author assigned name)	psi-mi:"MI:1356"(validated two hybrid)	Luck K. et al.(2017)	intact:EBI-11784632|pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-24291042|imex:IM-25472-112399	intact-miscore:0.56
uniprotkb:Q01850	uniprotkb:Q9NPJ1	uniprotkb:Q13977|uniprotkb:A8K8A8|ensembl:ENSP00000268383.2|intact:EBI-1181367|uniprotkb:Q01850	uniprotkb:A8K7B0|uniprotkb:D3DW18|ensembl:ENSP00000246062.4|ensembl:ENSP00000382008.2|ensembl:ENSP00000498849.1|intact:EBI-721319|uniprotkb:Q9NPJ1	psi-mi:cdr2_human(display_short)|psi-mi:Cerebellar degeneration-related protein 2(display_long)|uniprotkb:Paraneoplastic cerebellar degeneration-associated antigen(gene name synonym)|uniprotkb:Major Yo paraneoplastic antigen(gene name synonym)|uniprotkb:PCD17(gene name synonym)|uniprotkb:CDR2(gene name)|IntAct:CDR2(author assigned name)|IntAct:"CCSB ORF ID: 7682"(author assigned name)	psi-mi:mkks_human(display_short)|psi-mi:Molecular chaperone MKKS(display_long)|uniprotkb:Mkks(gene name)|uniprotkb:McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin(gene name synonym)|uniprotkb:Bbs6(gene name synonym)|uniprotkb:Bardet-Biedl syndrome 6 protein(gene name synonym)|IntAct:MKKS(author assigned name)|IntAct:"CCSB ORF ID: 8167"(author assigned name)	psi-mi:"MI:1356"(validated two hybrid)	Luck K. et al.(2017)	intact:EBI-11784632|pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-24264344|imex:IM-25472-110045	intact-miscore:0.56
uniprotkb:Q9NPJ1	uniprotkb:Q01850	uniprotkb:A8K7B0|uniprotkb:D3DW18|ensembl:ENSP00000246062.4|ensembl:ENSP00000382008.2|ensembl:ENSP00000498849.1|intact:EBI-721319|uniprotkb:Q9NPJ1	uniprotkb:Q13977|uniprotkb:A8K8A8|ensembl:ENSP00000268383.2|intact:EBI-1181367|uniprotkb:Q01850	psi-mi:mkks_human(display_short)|psi-mi:Molecular chaperone MKKS(display_long)|uniprotkb:Mkks(gene name)|uniprotkb:McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin(gene name synonym)|uniprotkb:Bbs6(gene name synonym)|uniprotkb:Bardet-Biedl syndrome 6 protein(gene name synonym)|IntAct:MKKS(author assigned name)|IntAct:"CCSB ORF ID: 8167"(author assigned name)	psi-mi:cdr2_human(display_short)|psi-mi:Cerebellar degeneration-related protein 2(display_long)|uniprotkb:Paraneoplastic cerebellar degeneration-associated antigen(gene name synonym)|uniprotkb:Major Yo paraneoplastic antigen(gene name synonym)|uniprotkb:PCD17(gene name synonym)|uniprotkb:CDR2(gene name)|IntAct:CDR2(author assigned name)|IntAct:"CCSB ORF ID: 7682"(author assigned name)	psi-mi:"MI:1112"(two hybrid prey pooling approach)	Luck K. et al.(2017)	intact:EBI-11784632|pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-24841866|imex:IM-25472-11381	intact-miscore:0.56|author-based confidence:0.868278297126
uniprotkb:P26641	uniprotkb:Q9NPJ1	uniprotkb:Q6PJ62|uniprotkb:Q6PK31|uniprotkb:Q96CU2|uniprotkb:Q9P196|intact:EBI-2321928|uniprotkb:B4DTG2|ensembl:ENSP00000331901.4|intact:EBI-351467|uniprotkb:P26641	uniprotkb:A8K7B0|uniprotkb:D3DW18|ensembl:ENSP00000246062.4|ensembl:ENSP00000382008.2|ensembl:ENSP00000498849.1|intact:EBI-721319|uniprotkb:Q9NPJ1	psi-mi:ef1g_human(display_short)|psi-mi:Elongation factor 1-gamma(display_long)|uniprotkb:PRO1608(orf name)|uniprotkb:EF1G(gene name synonym)|uniprotkb:eEF-1B gamma(gene name synonym)|uniprotkb:EEF1G(gene name)|IntAct:EEF1G(author assigned name)	psi-mi:mkks_human(display_short)|psi-mi:Molecular chaperone MKKS(display_long)|uniprotkb:Mkks(gene name)|uniprotkb:McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin(gene name synonym)|uniprotkb:Bbs6(gene name synonym)|uniprotkb:Bardet-Biedl syndrome 6 protein(gene name synonym)|IntAct:MKKS(author assigned name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Huttlin EL. et al.(2017)	intact:EBI-15481134|doi:10.1038/nature22366|pubmed:28514442|imex:IM-25778	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-21732214|imex:IM-25778-9369	intact-miscore:0.53
uniprotkb:Q9NPJ1	uniprotkb:O96006	uniprotkb:A8K7B0|uniprotkb:D3DW18|ensembl:ENSP00000246062.4|ensembl:ENSP00000382008.2|ensembl:ENSP00000498849.1|intact:EBI-721319|uniprotkb:Q9NPJ1	uniprotkb:Q96BY4|intact:EBI-25627346|ensembl:ENSP00000370616.3|ensembl:ENSP00000370620.2|ensembl:ENSP00000370621.4|ensembl:ENSP00000498725.1|ensembl:ENSP00000518653.1|ensembl:ENSP00000518654.1|ensembl:ENSP00000518655.1|ensembl:ENSP00000518656.1|intact:EBI-740037|uniprotkb:O96006	psi-mi:mkks_human(display_short)|psi-mi:Molecular chaperone MKKS(display_long)|uniprotkb:Mkks(gene name)|uniprotkb:McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin(gene name synonym)|uniprotkb:Bbs6(gene name synonym)|uniprotkb:Bardet-Biedl syndrome 6 protein(gene name synonym)|IntAct:MKKS(author assigned name)|IntAct:"CCSB ORF ID: 8167"(author assigned name)	psi-mi:zbed1_human(display_short)|psi-mi:E3 SUMO-protein ligase ZBED1(display_long)|uniprotkb:ZBED1(gene name)|uniprotkb:hDREF(gene name synonym)|uniprotkb:Zinc finger BED domain-containing protein 1(gene name synonym)|uniprotkb:DNA replication-related element-binding factor(gene name synonym)|uniprotkb:Putative Ac-like transposable element(gene name synonym)|uniprotkb:dREF homolog(gene name synonym)|uniprotkb:TRAMP(gene name synonym)|uniprotkb:KIAA0785(gene name synonym)|uniprotkb:DREF(gene name synonym)|uniprotkb:ALTE(gene name synonym)|IntAct:ZBED1(author assigned name)|IntAct:"CCSB ORF ID: 201"(author assigned name)	psi-mi:"MI:1112"(two hybrid prey pooling approach)	Luck K. et al.(2017)	intact:EBI-11784632|pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-22339671|imex:IM-25472-1593	intact-miscore:0.56|author-based confidence:0.853614791884
uniprotkb:Q9NPJ1	uniprotkb:O96006	uniprotkb:A8K7B0|uniprotkb:D3DW18|ensembl:ENSP00000246062.4|ensembl:ENSP00000382008.2|ensembl:ENSP00000498849.1|intact:EBI-721319|uniprotkb:Q9NPJ1	uniprotkb:Q96BY4|intact:EBI-25627346|ensembl:ENSP00000370616.3|ensembl:ENSP00000370620.2|ensembl:ENSP00000370621.4|ensembl:ENSP00000498725.1|ensembl:ENSP00000518653.1|ensembl:ENSP00000518654.1|ensembl:ENSP00000518655.1|ensembl:ENSP00000518656.1|intact:EBI-740037|uniprotkb:O96006	psi-mi:mkks_human(display_short)|psi-mi:Molecular chaperone MKKS(display_long)|uniprotkb:Mkks(gene name)|uniprotkb:McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin(gene name synonym)|uniprotkb:Bbs6(gene name synonym)|uniprotkb:Bardet-Biedl syndrome 6 protein(gene name synonym)|IntAct:MKKS(author assigned name)|IntAct:"CCSB ORF ID: 8167"(author assigned name)	psi-mi:zbed1_human(display_short)|psi-mi:E3 SUMO-protein ligase ZBED1(display_long)|uniprotkb:ZBED1(gene name)|uniprotkb:hDREF(gene name synonym)|uniprotkb:Zinc finger BED domain-containing protein 1(gene name synonym)|uniprotkb:DNA replication-related element-binding factor(gene name synonym)|uniprotkb:Putative Ac-like transposable element(gene name synonym)|uniprotkb:dREF homolog(gene name synonym)|uniprotkb:TRAMP(gene name synonym)|uniprotkb:KIAA0785(gene name synonym)|uniprotkb:DREF(gene name synonym)|uniprotkb:ALTE(gene name synonym)|IntAct:ZBED1(author assigned name)|IntAct:"CCSB ORF ID: 201"(author assigned name)	psi-mi:"MI:0397"(two hybrid array)	Luck K. et al.(2017)	intact:EBI-11784632|pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-22797921|imex:IM-25472-26616	intact-miscore:0.56|author-based confidence:0.853614791884
uniprotkb:Q9NPJ1	uniprotkb:Q01850	uniprotkb:A8K7B0|uniprotkb:D3DW18|ensembl:ENSP00000246062.4|ensembl:ENSP00000382008.2|ensembl:ENSP00000498849.1|intact:EBI-721319|uniprotkb:Q9NPJ1	uniprotkb:Q13977|uniprotkb:A8K8A8|ensembl:ENSP00000268383.2|intact:EBI-1181367|uniprotkb:Q01850	psi-mi:mkks_human(display_short)|psi-mi:Molecular chaperone MKKS(display_long)|uniprotkb:Mkks(gene name)|uniprotkb:McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin(gene name synonym)|uniprotkb:Bbs6(gene name synonym)|uniprotkb:Bardet-Biedl syndrome 6 protein(gene name synonym)|IntAct:MKKS(author assigned name)|IntAct:"CCSB ORF ID: 8167"(author assigned name)	psi-mi:cdr2_human(display_short)|psi-mi:Cerebellar degeneration-related protein 2(display_long)|uniprotkb:Paraneoplastic cerebellar degeneration-associated antigen(gene name synonym)|uniprotkb:Major Yo paraneoplastic antigen(gene name synonym)|uniprotkb:PCD17(gene name synonym)|uniprotkb:CDR2(gene name)|IntAct:CDR2(author assigned name)|IntAct:"CCSB ORF ID: 7682"(author assigned name)	psi-mi:"MI:0397"(two hybrid array)	Luck K. et al.(2017)	intact:EBI-11784632|pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-22741773|imex:IM-25472-23495	intact-miscore:0.56|author-based confidence:0.868278297126
uniprotkb:Q9NPJ1	uniprotkb:Q8IWZ6	uniprotkb:A8K7B0|uniprotkb:D3DW18|ensembl:ENSP00000246062.4|ensembl:ENSP00000382008.2|ensembl:ENSP00000498849.1|intact:EBI-721319|uniprotkb:Q9NPJ1	uniprotkb:Q4W5P8|uniprotkb:Q8N581|uniprotkb:Q9NVI4|ensembl:ENSP00000264499.4|intact:EBI-1806001|uniprotkb:Q8IWZ6	psi-mi:mkks_human(display_short)|psi-mi:Molecular chaperone MKKS(display_long)|uniprotkb:Mkks(gene name)|uniprotkb:McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin(gene name synonym)|uniprotkb:Bbs6(gene name synonym)|uniprotkb:Bardet-Biedl syndrome 6 protein(gene name synonym)	psi-mi:bbs7_human(display_short)|psi-mi:Bardet-Biedl syndrome 7 protein(display_long)|uniprotkb:BBS7(gene name)|uniprotkb:BBS2-like protein 1(gene name synonym)|uniprotkb:BBS2L1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Zhang Q. et al.(2012)	intact:EBI-6127424|pubmed:22500027|imex:IM-17327	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-6127989|imex:IM-17327-17	intact-miscore:0.66
uniprotkb:Q9NPJ1	uniprotkb:P17987	uniprotkb:A8K7B0|uniprotkb:D3DW18|ensembl:ENSP00000246062.4|ensembl:ENSP00000382008.2|ensembl:ENSP00000498849.1|intact:EBI-721319|uniprotkb:Q9NPJ1	uniprotkb:Q15556|uniprotkb:Q5TCM3|uniprotkb:E1P5B2|ensembl:ENSP00000317334.7|intact:EBI-356553|uniprotkb:P17987	psi-mi:mkks_human(display_short)|psi-mi:Molecular chaperone MKKS(display_long)|uniprotkb:Mkks(gene name)|uniprotkb:McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin(gene name synonym)|uniprotkb:Bbs6(gene name synonym)|uniprotkb:Bardet-Biedl syndrome 6 protein(gene name synonym)	psi-mi:tcpa_human(display_short)|psi-mi:T-complex protein 1 subunit alpha(display_long)|uniprotkb:TCP1(gene name)|uniprotkb:Chaperonin containing T-complex polypeptide 1 subunit 1(gene name synonym)|uniprotkb:CCT-alpha(gene name synonym)|uniprotkb:CCT1(gene name synonym)|uniprotkb:CCTA(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Zhang Q. et al.(2012)	intact:EBI-6127424|pubmed:22500027|imex:IM-17327	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-6127989|imex:IM-17327-17	intact-miscore:0.53
uniprotkb:Q9NPJ1	uniprotkb:P78371	uniprotkb:A8K7B0|uniprotkb:D3DW18|ensembl:ENSP00000246062.4|ensembl:ENSP00000382008.2|ensembl:ENSP00000498849.1|intact:EBI-721319|uniprotkb:Q9NPJ1	uniprotkb:Q14D36|uniprotkb:Q6IAT3|uniprotkb:A8K402|uniprotkb:B5BTY7|uniprotkb:B7Z243|uniprotkb:B7Z7K4|uniprotkb:B7ZAT2|ensembl:ENSP00000299300.6|intact:EBI-357407|uniprotkb:P78371	psi-mi:mkks_human(display_short)|psi-mi:Molecular chaperone MKKS(display_long)|uniprotkb:Mkks(gene name)|uniprotkb:McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin(gene name synonym)|uniprotkb:Bbs6(gene name synonym)|uniprotkb:Bardet-Biedl syndrome 6 protein(gene name synonym)	psi-mi:tcpb_human(display_short)|psi-mi:T-complex protein 1 subunit beta(display_long)|uniprotkb:CCT2(gene name)|uniprotkb:Chaperonin containing T-complex polypeptide 1 subunit 2(gene name synonym)|uniprotkb:CCT-beta(gene name synonym)|uniprotkb:CCTB(gene name synonym)|uniprotkb:99D8.1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Zhang Q. et al.(2012)	intact:EBI-6127424|pubmed:22500027|imex:IM-17327	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-6127989|imex:IM-17327-17	intact-miscore:0.53
uniprotkb:Q9NPJ1	uniprotkb:P17987	uniprotkb:A8K7B0|uniprotkb:D3DW18|ensembl:ENSP00000246062.4|ensembl:ENSP00000382008.2|ensembl:ENSP00000498849.1|intact:EBI-721319|uniprotkb:Q9NPJ1	uniprotkb:Q15556|uniprotkb:Q5TCM3|uniprotkb:E1P5B2|ensembl:ENSP00000317334.7|intact:EBI-356553|uniprotkb:P17987	psi-mi:mkks_human(display_short)|psi-mi:Molecular chaperone MKKS(display_long)|uniprotkb:Mkks(gene name)|uniprotkb:McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin(gene name synonym)|uniprotkb:Bbs6(gene name synonym)|uniprotkb:Bardet-Biedl syndrome 6 protein(gene name synonym)	psi-mi:tcpa_human(display_short)|psi-mi:T-complex protein 1 subunit alpha(display_long)|uniprotkb:TCP1(gene name)|uniprotkb:Chaperonin containing T-complex polypeptide 1 subunit 1(gene name synonym)|uniprotkb:CCT-alpha(gene name synonym)|uniprotkb:CCT1(gene name synonym)|uniprotkb:CCTA(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Zhang Q. et al.(2012)	intact:EBI-6127424|pubmed:22500027|imex:IM-17327	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-6128004|imex:IM-17327-18	intact-miscore:0.53
uniprotkb:Q9NPJ1	uniprotkb:P78371	uniprotkb:A8K7B0|uniprotkb:D3DW18|ensembl:ENSP00000246062.4|ensembl:ENSP00000382008.2|ensembl:ENSP00000498849.1|intact:EBI-721319|uniprotkb:Q9NPJ1	uniprotkb:Q14D36|uniprotkb:Q6IAT3|uniprotkb:A8K402|uniprotkb:B5BTY7|uniprotkb:B7Z243|uniprotkb:B7Z7K4|uniprotkb:B7ZAT2|ensembl:ENSP00000299300.6|intact:EBI-357407|uniprotkb:P78371	psi-mi:mkks_human(display_short)|psi-mi:Molecular chaperone MKKS(display_long)|uniprotkb:Mkks(gene name)|uniprotkb:McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin(gene name synonym)|uniprotkb:Bbs6(gene name synonym)|uniprotkb:Bardet-Biedl syndrome 6 protein(gene name synonym)	psi-mi:tcpb_human(display_short)|psi-mi:T-complex protein 1 subunit beta(display_long)|uniprotkb:CCT2(gene name)|uniprotkb:Chaperonin containing T-complex polypeptide 1 subunit 2(gene name synonym)|uniprotkb:CCT-beta(gene name synonym)|uniprotkb:CCTB(gene name synonym)|uniprotkb:99D8.1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Zhang Q. et al.(2012)	intact:EBI-6127424|pubmed:22500027|imex:IM-17327	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-6128004|imex:IM-17327-18	intact-miscore:0.53
uniprotkb:Q9NPJ1	uniprotkb:Q8IWZ6	uniprotkb:A8K7B0|uniprotkb:D3DW18|ensembl:ENSP00000246062.4|ensembl:ENSP00000382008.2|ensembl:ENSP00000498849.1|intact:EBI-721319|uniprotkb:Q9NPJ1	uniprotkb:Q4W5P8|uniprotkb:Q8N581|uniprotkb:Q9NVI4|ensembl:ENSP00000264499.4|intact:EBI-1806001|uniprotkb:Q8IWZ6	psi-mi:mkks_human(display_short)|psi-mi:Molecular chaperone MKKS(display_long)|uniprotkb:Mkks(gene name)|uniprotkb:McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin(gene name synonym)|uniprotkb:Bbs6(gene name synonym)|uniprotkb:Bardet-Biedl syndrome 6 protein(gene name synonym)	psi-mi:bbs7_human(display_short)|psi-mi:Bardet-Biedl syndrome 7 protein(display_long)|uniprotkb:BBS7(gene name)|uniprotkb:BBS2-like protein 1(gene name synonym)|uniprotkb:BBS2L1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Zhang Q. et al.(2012)	intact:EBI-6127424|pubmed:22500027|imex:IM-17327	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-6128004|imex:IM-17327-18	intact-miscore:0.66
uniprotkb:Q9NPJ1	uniprotkb:Q9BXC9	uniprotkb:A8K7B0|uniprotkb:D3DW18|ensembl:ENSP00000246062.4|ensembl:ENSP00000382008.2|ensembl:ENSP00000498849.1|intact:EBI-721319|uniprotkb:Q9NPJ1	uniprotkb:Q96CM0|uniprotkb:Q96SN9|ensembl:ENSP00000245157.5|ensembl:ENSP00000507027.1|ensembl:ENSP00000507654.1|ensembl:ENSP00000507699.1|ensembl:ENSP00000508377.1|intact:EBI-748297|uniprotkb:Q9BXC9	psi-mi:mkks_human(display_short)|psi-mi:Molecular chaperone MKKS(display_long)|uniprotkb:Mkks(gene name)|uniprotkb:McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin(gene name synonym)|uniprotkb:Bbs6(gene name synonym)|uniprotkb:Bardet-Biedl syndrome 6 protein(gene name synonym)	psi-mi:bbs2_human(display_short)|psi-mi:Bardet-Biedl syndrome 2 protein(display_long)|uniprotkb:BBS2(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Zhang Q. et al.(2012)	intact:EBI-6127424|pubmed:22500027|imex:IM-17327	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-6128035|imex:IM-17327-19	intact-miscore:0.56
uniprotkb:Q9NPJ1	uniprotkb:Q8IWZ6	uniprotkb:A8K7B0|uniprotkb:D3DW18|ensembl:ENSP00000246062.4|ensembl:ENSP00000382008.2|ensembl:ENSP00000498849.1|intact:EBI-721319|uniprotkb:Q9NPJ1	uniprotkb:Q4W5P8|uniprotkb:Q8N581|uniprotkb:Q9NVI4|ensembl:ENSP00000264499.4|intact:EBI-1806001|uniprotkb:Q8IWZ6	psi-mi:mkks_human(display_short)|psi-mi:Molecular chaperone MKKS(display_long)|uniprotkb:Mkks(gene name)|uniprotkb:McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin(gene name synonym)|uniprotkb:Bbs6(gene name synonym)|uniprotkb:Bardet-Biedl syndrome 6 protein(gene name synonym)	psi-mi:bbs7_human(display_short)|psi-mi:Bardet-Biedl syndrome 7 protein(display_long)|uniprotkb:BBS7(gene name)|uniprotkb:BBS2-like protein 1(gene name synonym)|uniprotkb:BBS2L1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Zhang Q. et al.(2012)	intact:EBI-6127424|pubmed:22500027|imex:IM-17327	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-6128035|imex:IM-17327-19	intact-miscore:0.66
uniprotkb:Q9NPJ1	uniprotkb:Q8IWZ6	uniprotkb:A8K7B0|uniprotkb:D3DW18|ensembl:ENSP00000246062.4|ensembl:ENSP00000382008.2|ensembl:ENSP00000498849.1|intact:EBI-721319|uniprotkb:Q9NPJ1	uniprotkb:Q4W5P8|uniprotkb:Q8N581|uniprotkb:Q9NVI4|ensembl:ENSP00000264499.4|intact:EBI-1806001|uniprotkb:Q8IWZ6	psi-mi:mkks_human(display_short)|psi-mi:Molecular chaperone MKKS(display_long)|uniprotkb:Mkks(gene name)|uniprotkb:McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin(gene name synonym)|uniprotkb:Bbs6(gene name synonym)|uniprotkb:Bardet-Biedl syndrome 6 protein(gene name synonym)	psi-mi:bbs7_human(display_short)|psi-mi:Bardet-Biedl syndrome 7 protein(display_long)|uniprotkb:BBS7(gene name)|uniprotkb:BBS2-like protein 1(gene name synonym)|uniprotkb:BBS2L1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Zhang Q. et al.(2012)	intact:EBI-6127424|pubmed:22500027|imex:IM-17327	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-6128347|imex:IM-17327-34	intact-miscore:0.66
uniprotkb:Q8IWZ6	uniprotkb:Q9NPJ1	uniprotkb:Q4W5P8|uniprotkb:Q8N581|uniprotkb:Q9NVI4|ensembl:ENSP00000264499.4|intact:EBI-1806001|uniprotkb:Q8IWZ6	uniprotkb:A8K7B0|uniprotkb:D3DW18|ensembl:ENSP00000246062.4|ensembl:ENSP00000382008.2|ensembl:ENSP00000498849.1|intact:EBI-721319|uniprotkb:Q9NPJ1	psi-mi:bbs7_human(display_short)|psi-mi:Bardet-Biedl syndrome 7 protein(display_long)|uniprotkb:BBS7(gene name)|uniprotkb:BBS2-like protein 1(gene name synonym)|uniprotkb:BBS2L1(gene name synonym)	psi-mi:mkks_human(display_short)|psi-mi:Molecular chaperone MKKS(display_long)|uniprotkb:Mkks(gene name)|uniprotkb:McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin(gene name synonym)|uniprotkb:Bbs6(gene name synonym)|uniprotkb:Bardet-Biedl syndrome 6 protein(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Zhang Q. et al.(2012)	intact:EBI-6127424|pubmed:22500027|imex:IM-17327	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-6128486|imex:IM-17327-38	intact-miscore:0.66
